retailer_id,product_brand,review_title,author_id,review_date,mark,review_txt,product,product_id
Folie_FR,Byphasse,,Murielle C.,6/11/2015,4," ""Bonne texture et odeur ; pratique, une crème pour le jour et la nuit""",Crème visage hydra,FOL3260
Folie_FR,Byphasse,,"FAURE "".",11/10/2015,5, Parfait,Crème visage hydra,FOL3260
Folie_FR,Elizabeth Arden Intervene,,"helene"" ""Marie S.",17/06/2018,4," ""Contente, j'attend le resultat avec le temps""",Sérum Coup D'éclat Anti,FOL3429
Folie_FR,Byphasse,,Stephanie J.,19/05/2018,5," ""j'adore!!sent bon bonne texture, pénètre facilement, l'odeur reste assez longtemps""",Soin Hydratant et nourissant pour tout ! 250ml,FOL3706
Folie_FR,Byphasse,,"Eugenie "".",26/05/2017,4," ""laisse une peau douce""",Soin Hydratant et nourissant pour tout ! 250ml,FOL3706
Folie_FR,Byphasse,,Sabrina P.,6/5/2017,4," ""bien mais odeur un peu forte pour moi""",Soin Hydratant et nourissant pour tout ! 250ml,FOL3706
Folie_FR,Byphasse,,SOPHIE V.,30/04/2017,4," ""J'adore cette crème que ce soit la texture ou l'odeur.""",Soin Hydratant et nourissant pour tout ! 250ml,FOL3706
Folie_FR,Byphasse,,Beatrice V.,7/10/2016,5," ""Bon soin hydratant.""",Soin Hydratant et nourissant pour tout ! 250ml,FOL3706
Folie_FR,Byphasse,,Laura A.,17/09/2016,5," ""Très bon produit""",Soin Hydratant et nourissant pour tout ! 250ml,FOL3706
Folie_FR,Byphasse,,RAJAA S.,16/07/2016,5," ""très bonne crème qui sent bon et qui hydrate bien""",Soin Hydratant et nourissant pour tout ! 250ml,FOL3706
